Planet Name,Host Name,Number of Stars,Number of Planets,Number of Moons,Discovery Method,Discovery Year,Discovery Telescope,Discovery Instrument,Controversial Flag,Orbital Period [days],Orbit Semi-Major Axis [au],Planet Radius [Earth Radius],Planet Radius [Jupiter Radius],Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Jupiter Mass],Planet Density [g/cm**3],Eccentricity,Insolation Flux [Earth Flux],Equilibrium Temperature [K],Data show Transit Timing Variations,Impact Parameter,Transit Duration [hours],Ratio of Planet to Stellar Radius,Stellar Effective Temperature [K],Stellar Radius [Solar Radius],Stellar Mass [Solar mass],Stellar Luminosity [log(Solar)],Stellar Surface Gravity [log10(cm/s**2)],Stellar Age [Gyr],Stellar Density [g/cm**3],RA [sexagesimal],RA [deg],Dec [sexagesimal],Dec [deg],Distance [pc]
Kepler-1122 b,Kepler-1122,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,42.1917357,0.2315,2.04,0.182,4.82,0.0152,3.12,0.0,23.26,526.0,0,0.733,7.108,0.02143,5544.0,0.89,0.92,0.059,4.51,4.68,0.96661,19h13m07.34s,288.2805801,+46d20m27.15s,46.3408747,1230.42
Kepler-1123 b,Kepler-1123,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,4.33946454,0.0497,1.67,0.149,3.43,0.0108,4.05,0.0,190.02,1061.0,0,0.0061,2.2973,0.01732,5500.0,0.9,0.93,-0.295,4.5,5.13,3.18576,19h38m04.25s,294.5177291,+50d40m13.41s,50.6703927,704.323
Kepler-1124 b,Kepler-1124,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,2.85234897,0.0305,1.28,0.114,2.18,0.00687,5.71,0.0,50.78,621.0,0,0.295,0.706,0.03537,3658.0,0.34,0.35,-1.323,4.93,3.39,5.16342,19h06m22.62s,286.5942529,+37d53m28.62s,37.8912836,289.899
Kepler-1125 b,Kepler-1125,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,17.6700642,0.1348,1.84,0.164,4.04,0.0127,3.56,0.0,41.04,778.0,0,0.51,5.772,0.01767,5683.0,0.94,0.95,0.647,4.47,4.17,0.80228,19h41m55.49s,295.4812018,+40d43m54.95s,40.7319316,2011.41
Kepler-1126 b,Kepler-1126,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,108.593329,0.4126,1.73,0.154,3.64,0.0115,3.86,0.0,4.55,374.0,1,0.007,7.988,0.01719,5798.0,0.93,0.92,-0.099,4.46,5.5,1.88819,19h02m46.07s,285.691955,+45d41m21.84s,45.6893993,635.736
Kepler-1126 c,Kepler-1126,1,2,0,Transit,2023,0.95 m Kepler Telescope,Kepler CCD Array,0,199.66876,0.6193,1.45,0.15,2.7,0.00849,4.87,0.0,2.06,305.0,0,0.046,8.996,0.01444,5678.0,0.92,0.79,-0.099,4.41,0.3,2.4075,19h02m46.07s,285.691955,+45d41m21.84s,45.6893993,635.736
Kepler-1127 b,Kepler-1127,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,5.12330347,0.0556,1.96,0.175,4.5,0.0142,3.28,0.0,160.76,994.0,0,0.308,2.9984,0.01901,5664.0,0.95,0.97,-0.259,4.47,4.37,1.89424,19h32m52.17s,293.2173563,+42d43m14.10s,42.7205846,842.459
Kepler-1128 b,Kepler-1128,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,61.6178167,0.302,3.65,0.326,12.9,0.0407,1.46,0.0,6.45,424.0,0,0.091,3.752,0.03658,5543.0,0.91,0.94,-0.196,4.5,4.57,10.19029,19h32m15.20s,293.063315,+39d24m12.26s,39.4034052,1083.41
Kepler-1129 b,Kepler-1129,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,24.3397804,0.1644,2.96,0.264,9.06,0.0285,1.92,0.0,32.27,737.0,0,0.83,3.292,0.02661,5831.0,1.0,1.0,-0.027,4.44,4.07,3.86037,19h26m25.08s,291.6044965,+41d18m33.58s,41.3093275,1183.88
Kepler-1129 c,Kepler-1129,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,76.5369586,0.3528,2.73,0.244,7.9,0.0249,2.13,0.0,7.01,503.0,1,0.0644,5.693,0.02456,5831.0,1.0,1.0,-0.027,4.44,4.07,3.74105,19h26m25.08s,291.6044965,+41d18m33.58s,41.3093275,1183.88
Kepler-113 b,Kepler-113,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,4.754,0.051194,1.82,0.162,11.7,0.037,10.73,0.0,105.33,775.0,0,0.08,2.5037,0.02419,4725.0,0.69,0.75,-0.576,4.64,6.89,2.71,19h11m59.49s,287.9978721,+50d56m39.06s,50.9441847,262.351
Kepler-113 c,Kepler-113,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,8.92507,0.077909,2.18,0.194,8.7,0.02737,0.308247,0.0,45.6,628.0,0,0.56,2.6766,0.02913,4725.0,0.69,0.75,-0.576,4.64,6.89,2.71,19h11m59.49s,287.9978721,+50d56m39.06s,50.9441847,262.351
Kepler-1130 b,Kepler-1130,2,3,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,5.45298175,0.059603,0.8,0.071,0.437,0.00137,4.69,0.0,162.65,904.0,0,0.811,2.1051,0.009,5403.0,0.81,0.9,-0.26,4.57,1.58,1.9628,19h00m49.78s,285.207421,+45d23m03.60s,45.384333,249.343
Kepler-1130 c,Kepler-1130,2,3,0,Transit,2021,0.95 m Kepler Telescope,Kepler CCD Array,0,3.26663995,0.042356,0.792,0.071,0.422,0.00133,4.66,0.0,312.85,1072.0,0,0.748,2.0589,0.00682,5450.0,0.84,0.94,-0.26,4.56,13.8,1.58888,19h00m49.78s,285.207421,+45d23m03.60s,45.384333,249.343
Kepler-1130 d,Kepler-1130,2,3,0,Transit,2021,0.95 m Kepler Telescope,Kepler CCD Array,0,4.27225018,0.050655,0.645,0.058,0.202,0.00063,4.14,0.0,218.63,981.0,0,0.767,2.1432,0.00678,5450.0,0.84,0.94,-0.26,4.56,13.8,1.2086,19h00m49.78s,285.207421,+45d23m03.60s,45.384333,249.343
Kepler-1131 b,Kepler-1131,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,3.53232449,0.0459,1.59,0.142,3.15,0.00993,4.31,0.0,453.14,1159.0,0,0.012,2.8072,0.01405,5851.0,1.04,1.03,-0.028,4.42,4.17,1.41165,19h42m36.35s,295.6514492,+49d15m40.66s,49.2612954,1030.7
Kepler-1132 b,Kepler-1132,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,62.8916228,0.2881,2.35,0.21,6.12,0.0193,2.59,0.0,4.55,384.0,0,0.3272,6.867,0.02618,5298.0,0.83,0.87,-0.378,4.55,4.57,1.50773,19h05m28.20s,286.3675188,+48d25m26.01s,48.4238906,867.931
Kepler-1133 b,Kepler-1133,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,11.55562343,0.0983,1.97,0.176,4.54,0.0143,3.26,0.0,55.76,703.0,0,0.2754,1.6536,0.01953,5569.0,0.9,0.93,-0.21,4.5,4.07,20.39189,19h33m17.38s,293.3224114,+42d52m02.97s,42.8674925,753.135
Kepler-1134 b,Kepler-1134,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,17.13263989,0.1242,2.64,0.236,7.46,0.0235,2.23,0.0,29.86,611.0,0,0.298,3.054,0.02981,5281.0,0.81,0.84,-0.397,4.56,4.9,4.80501,19h42m16.29s,295.5678578,+42d28m41.18s,42.4781064,944.445
Kepler-1135 b,Kepler-1135,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,76.957857,0.3436,1.85,0.165,4.08,0.0128,3.54,0.0,25.76,451.0,0,0.4724,9.384,0.01755,5656.0,0.94,0.96,0.437,4.47,4.47,0.57519,19h04m00.72s,286.0029904,+44d45m23.60s,44.7565551,1314.64
Kepler-1136 b,Kepler-1136,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,2.36172433,0.0299,1.64,0.146,3.33,0.0105,4.15,0.0,150.06,922.0,0,0.007,1.2234,0.02168,4512.0,0.68,0.72,-0.853,4.63,3.24,11.55482,18h56m25.88s,284.1078441,+44d14m44.90s,44.2458047,491.406
Kepler-1137 b,Kepler-1137,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,23.9210791,0.1871,2.2,0.196,5.48,0.0172,2.83,0.0,197.85,1020.0,0,0.1687,4.692,0.01143,6807.0,1.84,1.5,0.754,4.08,1.58,0.36758,19h08m31.26s,287.1302407,+48d39m55.25s,48.665347,921.778
Kepler-1138 b,Kepler-1138,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,3.17060005,0.0415,1.7,0.152,3.53,0.0111,3.95,0.0,245.9,1080.0,0,0.029,1.5778,0.01713,5582.0,0.92,0.95,-0.333,4.49,4.37,6.55345,19h03m35.84s,285.8993164,+48d18m26.23s,48.307285,872.328
Kepler-1139 b,Kepler-1139,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,0.81316672,0.0165,1.19,0.106,1.81,0.0057,5.9,0.0,1717.28,1693.0,0,0.724,1.4276,0.01204,5550.0,0.91,0.94,-0.304,4.5,4.47,2.57532,19h11m46.94s,287.9455985,+39d13m49.90s,39.2305281,495.156
Kepler-114 b,Kepler-114,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,5.188549,0.053,1.26,0.112,6.8,0.021,18.7,0.0,92.53,586.0,0,0.69,2.435,0.01688,4605.0,0.67,0.77,-0.685,4.65,2.69,3.41328,19h36m29.16s,294.121482,+48d20m59.27s,48.3497977,259.533
Kepler-114 c,Kepler-114,1,3,0,Transit,2013,0.95 m Kepler Telescope,Kepler CCD Array,0,8.041,0.06482,1.6,0.143,2.8,0.009,3.76,0.0,51.62,507.0,1,0.65,2.6319,0.02178,4660.0,0.54,0.56,-0.685,4.72,2.69,3.59149,19h36m29.16s,294.121482,+48d20m59.27s,48.3497977,259.533
Kepler-114 d,Kepler-114,1,3,0,Transit,2013,0.95 m Kepler Telescope,Kepler CCD Array,0,11.776,0.08358,2.53,0.226,3.9,0.012,1.32,0.0,31.02,446.0,1,0.69,2.9021,0.033,4660.0,0.54,0.56,-0.685,4.72,2.69,3.39257,19h36m29.16s,294.121482,+48d20m59.27s,48.3497977,259.533
Kepler-1140 b,Kepler-1140,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,24.0862707,0.1478,2.77,0.247,8.1,0.0255,2.09,0.0,13.05,500.0,0,0.7965,2.2287,0.03496,4850.0,0.73,0.76,-0.566,4.61,5.01,5.29946,18h46m46.57s,281.6940529,+46d56m47.48s,46.946521,656.48
Kepler-1141 b,Kepler-1141,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,2.34451194,0.0345,0.82,0.073,0.477,0.0015,4.75,0.0,1146.95,1471.0,0,0.1899,1.398,0.00704,5791.0,1.07,1.01,0.155,4.38,6.17,1.01527,19h22m10.48s,290.5436836,+47d43m33.27s,47.7259073,393.642
Kepler-1142 b,Kepler-1142,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,18.3027248,0.1343,1.47,0.131,2.76,0.00869,4.77,0.0,147.82,902.0,0,0.34,8.164,0.01398,5685.0,0.96,0.97,0.437,4.46,5.37,0.09668,19h30m51.48s,292.7144796,+44d04m56.21s,44.0822816,1273.51
Kepler-1143 b,Kepler-1143,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,2.88890485,0.0371,1.67,0.149,3.43,0.0108,4.05,0.0,173.06,976.0,0,0.2063,1.5538,0.01974,5053.0,0.77,0.81,-0.623,4.58,4.79,6.48761,19h09m12.67s,287.302772,+39d17m22.70s,39.2896399,555.189
Kepler-1143 c,Kepler-1143,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,210.630591,0.6477,3.6,0.321,12.6,0.0398,1.48,0.0,0.57,234.0,0,0.6871,8.675,0.04306,5053.0,0.77,0.81,-0.623,4.58,4.79,1.62078,19h09m12.67s,287.302772,+39d17m22.70s,39.2896399,555.189
Kepler-1144 b,Kepler-1144,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,17.14647302,0.1291,1.99,0.178,4.62,0.0145,3.22,0.0,62.06,811.0,0,0.1344,3.841,0.01943,5753.0,0.96,0.98,0.056,4.47,3.98,2.63554,19h20m10.39s,290.0432936,+47d15m28.39s,47.2578857,1140.57
Kepler-1145 b,Kepler-1145,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,3.97076766,0.0443,1.4,0.125,2.54,0.008,5.09,0.0,198.43,958.0,0,0.281,1.814,0.01708,5064.0,0.75,0.79,-0.498,4.59,4.79,5.25201,19h41m13.96s,295.3081524,+43d02m39.85s,43.0444026,691.961
Kepler-1146 b,Kepler-1146,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,2.3522658,0.0325,1.23,0.11,2.04,0.00642,6.02,0.0,227.96,1019.0,0,0.095,1.707,0.01631,4692.0,0.7,0.74,-0.642,4.62,4.9,3.92223,19h06m52.01s,286.716712,+47d25m32.37s,47.425658,703.038
Kepler-1147 b,Kepler-1147,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,10.62784997,0.0961,2.61,0.233,7.32,0.023,2.26,0.0,206.56,872.0,0,0.876,5.013,0.02075,5941.0,1.14,1.09,0.235,4.36,3.8,0.68449,19h30m11.39s,292.5474753,+41d38m34.52s,41.6429221,1657.36
Kepler-1148 b,Kepler-1148,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,1.10446351,0.0188,1.69,0.151,3.5,0.011,3.98,0.0,815.41,1397.0,0,0.0959,1.0547,0.01998,5054.0,0.77,0.81,-0.531,4.58,4.57,8.38181,19h23m48.87s,290.9536059,+45d43m10.40s,45.7195545,625.692
Kepler-1149 b,Kepler-1149,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,3.73089898,0.0473,1.44,0.128,2.67,0.00839,4.91,0.0,653.83,1128.0,0,0.909,2.807,0.01332,5833.0,1.01,1.02,0.165,4.43,3.98,1.08184,19h36m45.40s,294.1891824,+45d09m05.49s,45.1515263,1217.73
Kepler-115 b,Kepler-115,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,2.403679,0.036,1.09,0.097,1.32,0.00416,5.6,0.0,1215.76,1489.0,0,0.43,1.306,0.00843,5979.0,1.21,1.07,0.22,4.31,5.5,0.99436,19h50m50.86s,297.7119299,+45d15m43.15s,45.261985,623.609
Kepler-115 c,Kepler-115,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,8.990889,0.087,2.6,0.232,7.27,0.0229,2.27,0.0,209.1,960.0,0,0.11,4.083,0.01969,5979.0,1.21,1.07,0.22,4.31,5.5,1.13453,19h50m50.86s,297.7119299,+45d15m43.15s,45.261985,623.609
Kepler-1150 b,Kepler-1150,2,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,2.78786839,0.0382,1.02,0.091,1.04,0.00328,5.39,0.0,153.74,1432.0,0,0.894,2.0252,0.0128,4754.0,0.72,0.76,-0.666,4.61,4.68,2.35572,19h46m53.87s,296.7244553,+49d31m57.66s,49.5326846,358.518
Kepler-1151 b,Kepler-1151,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,65.6478424,0.3197,2.22,0.198,5.56,0.0175,2.79,0.0,4.86,485.0,0,0.1605,4.412,0.02373,5470.0,0.85,0.88,-0.342,4.53,4.37,6.66383,19h28m59.47s,292.2477819,+47d52m42.33s,47.8784257,682.436
Kepler-1152 b,Kepler-1152,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,1.64680191,0.0223,0.87,0.078,0.59,0.00186,4.92,0.0,139.6,806.0,0,0.3448,1.2561,0.01545,3964.0,0.53,0.55,-1.097,4.73,3.47,3.72809,19h21m44.20s,290.4341483,+44d06m28.01s,44.1077802,215.233
Kepler-1153 b,Kepler-1153,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,1.75583533,0.0277,1.73,0.154,3.64,0.0115,3.86,0.0,761.81,1343.0,0,0.1425,1.8136,0.01848,5470.0,0.88,0.91,-0.284,4.52,4.57,2.57091,19h16m35.32s,289.1471849,+45d51m58.07s,45.86613,1119.49
Kepler-1154 b,Kepler-1154,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,5.1856142,0.0631,2.34,0.209,6.08,0.0191,2.61,0.0,652.97,1314.0,0,0.012,4.076,0.01496,6327.0,1.43,1.26,0.452,4.23,2.29,0.68894,19h49m54.51s,297.4771158,+39d52m38.04s,39.8772345,1460.1
Kepler-1154 c,Kepler-1154,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,8.45808312,0.0875,2.36,0.211,6.17,0.0194,2.58,0.0,339.57,1117.0,0,0.1625,3.068,0.01493,6327.0,1.43,1.26,0.452,4.23,2.29,2.48739,19h49m54.51s,297.4771158,+39d52m38.04s,39.8772345,1460.1
Kepler-1155 b,Kepler-1155,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,33.469743,0.2006,2.03,0.181,4.78,0.015,3.14,0.0,32.52,609.0,0,0.0785,4.513,0.01803,5842.0,1.03,1.03,0.047,4.43,3.72,3.21232,19h15m16.95s,288.8206058,+39d31m22.34s,39.5228712,1128.72
Kepler-1156 b,Kepler-1156,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,11.89520511,0.0994,1.32,0.118,2.3,0.00724,5.5,0.0,83.01,787.0,0,0.2042,3.5,0.01208,5778.0,1.0,1.0,-0.068,4.44,4.47,2.28121,19h15m41.78s,288.9240901,+46d03m27.31s,46.0575865,691.331
Kepler-1157 b,Kepler-1157,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,4.45743164,0.0448,1.09,0.097,1.32,0.00416,5.6,0.0,95.44,732.0,0,0.175,2.3577,0.01441,4679.0,0.71,0.76,-0.675,4.62,3.39,2.97604,18h52m29.02s,283.1209268,+43d31m32.05s,43.5255701,342.144
Kepler-1158 b,Kepler-1158,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,13.5396293,0.1246,2.34,0.209,6.08,0.0191,2.61,0.0,449.7,1079.0,0,0.71,4.338,0.0106,6203.0,1.95,1.41,0.84,4.01,2.88,1.29966,19h28m56.14s,292.2339048,+41d34m30.66s,41.5751832,1484.25
Kepler-1159 b,Kepler-1159,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,22.70816791,0.1603,2.37,0.211,6.21,0.0195,2.56,0.0,80.98,677.0,0,0.89,3.633,0.01681,6217.0,1.28,1.19,0.298,4.3,2.75,4.66661,19h37m03.92s,294.266325,+45d12m15.23s,45.2042317,1213.71
Kepler-116 b,Kepler-116,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,5.968734,0.069,3.42,0.305,11.6,0.0364,1.59,0.0,594.45,1251.0,0,0.56,3.639,0.0218,6142.0,1.45,1.21,0.421,4.2,0.34,1.06053,19h38m58.09s,294.7420605,+43d32m12.42s,43.5367842,955.168
Kepler-116 c,Kepler-116,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,13.07163,0.116,2.3,0.205,5.9,0.0186,2.66,0.0,208.98,964.0,0,0.19,3.024,0.01443,6142.0,1.45,1.21,0.421,4.2,0.34,4.04639,19h38m58.09s,294.7420605,+43d32m12.42s,43.5367842,955.168
Kepler-1160 b,Kepler-1160,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,7.97034958,0.0755,2.14,0.191,5.22,0.0164,2.93,0.0,93.31,839.0,0,0.019,2.7665,0.022,5519.0,0.89,0.92,-0.343,4.51,4.57,3.39097,19h11m31.05s,287.8793899,+43d21m50.67s,43.3640752,1077.63
Kepler-1161 b,Kepler-1161,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,10.71252541,0.0784,2.13,0.19,5.18,0.0163,2.95,0.0,26.23,485.0,0,0.4588,2.7219,0.03413,4253.0,0.57,0.59,-0.653,4.7,3.39,3.57023,19h56m18.49s,299.0770621,+45d26m26.01s,45.4405583,547.726
Kepler-1162 b,Kepler-1162,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,32.5637069,0.19,2.21,0.197,5.52,0.0174,2.81,0.0,12.25,490.0,0,0.371,5.548,0.02433,5390.0,0.84,0.89,-0.322,4.54,4.37,1.49185,18h53m10.09s,283.2920273,+45d26m02.33s,45.4339813,940.211
Kepler-1162 c,Kepler-1162,1,2,0,Transit,2023,0.95 m Kepler Telescope,Kepler CCD Array,0,59.284064,0.2832,1.81,0.168,3.93,0.0124,3.64,0.0,6.14,401.0,0,0.556,5.42,0.0193,5225.0,0.86,0.86,-0.322,4.5,0.5,1.95609,18h53m10.09s,283.2920273,+45d26m02.33s,45.4339813,940.211
Kepler-1163 b,Kepler-1163,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,6.11786898,0.0685,1.03,0.092,1.08,0.0034,5.43,0.0,511.76,1211.0,0,0.764,3.47,0.00726,6302.0,1.35,1.22,0.396,4.26,2.88,0.71347,19h20m56.61s,290.235863,+50d01m48.24s,50.0300654,478.647
Kepler-1164 b,Kepler-1164,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,3.97599768,0.0457,1.12,0.1,1.46,0.00459,5.71,0.0,181.21,936.0,0,0.331,2.1411,0.01345,5183.0,0.79,0.85,-0.399,4.57,3.63,2.76446,19h10m07.11s,287.5296372,+38d53m40.22s,38.8945065,431.622
Kepler-1165 b,Kepler-1165,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,9.478522,0.0914,1.55,0.138,3.02,0.00951,4.46,0.0,464.77,946.0,0,0.1291,6.223,0.0121,6080.0,1.18,1.13,0.552,4.34,3.24,0.33691,19h07m53.09s,286.9712284,+44d42m29.76s,44.7082669,1575.2
Kepler-1165 c,Kepler-1165,1,2,0,Transit,2021,0.95 m Kepler Telescope,Kepler CCD Array,0,29.96870041,0.1969,3.361,0.3,11.2,0.0354,1.62,0.0,40.76,644.0,0,0.777,6.71,0.01691,6249.0,1.08,1.13,0.552,4.43,0.3,0.79028,19h07m53.09s,286.9712284,+44d42m29.76s,44.7082669,1575.2
Kepler-1166 b,Kepler-1166,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,33.2406882,0.1975,1.69,0.151,3.5,0.011,3.98,0.0,14.19,486.0,0,0.88,4.982,0.01752,5446.0,0.86,0.9,-0.256,4.53,4.9,2.66299,19h21m23.64s,290.3484956,+50d54m10.22s,50.9028387,634.906
Kepler-1167 b,Kepler-1167,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,1.00393374,0.0175,1.71,0.153,3.57,0.0112,3.92,0.0,1039.7,1419.0,0,0.023,1.4562,0.02103,4971.0,0.75,0.79,-0.536,4.6,4.27,2.85817,19h53m12.64s,298.3026595,+47d41m38.28s,47.6939654,820.905
Kepler-1168 b,Kepler-1168,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,55.8226539,0.2663,2.5,0.223,6.8,0.0214,2.39,0.0,4.11,379.0,0,0.1595,5.493,0.02752,5157.0,0.82,0.87,-0.53,4.56,4.27,2.97042,19h09m11.47s,287.2977834,+47d27m19.76s,47.455488,752.666
Kepler-1169 b,Kepler-1169,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,6.11009134,0.0709,0.94,0.084,0.779,0.00245,5.15,0.0,348.05,1125.0,0,0.1549,2.447,0.00732,6191.0,1.23,1.24,0.262,4.35,1.38,0.75322,19h39m38.78s,294.9115874,+46d29m29.30s,46.4914718,522.823
Kepler-117 b,Kepler-117,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,18.7959228,0.1445,8.059,0.719,29.875,0.094,0.3,0.0493,157.54,984.0,1,0.446,7.258,0.0463,6150.0,1.61,1.13,0.538,4.1,5.3,0.41,19h15m10.34s,288.7930651,+48d02m24.63s,48.040176,1455.57
Kepler-117 c,Kepler-117,1,2,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,50.790391,0.2804,12.341,1.101,584.78,1.84,1.74,0.0323,41.86,704.0,1,0.268,10.883,0.07052,6150.0,1.61,1.13,0.538,4.1,5.3,0.41,19h15m10.34s,288.7930651,+48d02m24.63s,48.040176,1455.57
Kepler-1170 b,Kepler-1170,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,9.98969327,0.088,2.41,0.215,6.39,0.0201,2.51,0.0,69.54,705.0,0,0.0437,3.704,0.02931,5069.0,0.76,0.8,-0.338,4.58,4.9,1.80506,19h28m40.45s,292.1685422,+43d46m46.55s,43.7795963,1050.45
Kepler-1171 b,Kepler-1171,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,1.44259224,0.0284,2.56,0.228,7.08,0.0223,2.32,0.0,10171.0,2700.0,0,0.673,3.0151,0.01226,7044.0,1.95,1.58,0.869,4.05,1.35,0.47547,19h39m50.14s,294.9589285,+38d35m29.75s,38.5915968,573.0
Kepler-1172 b,Kepler-1172,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,26.0204423,0.168,3.2,0.285,10.3,0.0325,1.73,0.0,26.36,675.0,0,0.87,4.84,0.0332,5558.0,0.89,0.92,-0.161,4.51,4.37,1.73973,19h21m53.88s,290.4744875,+37d45m59.58s,37.7665499,1306.53
Kepler-1173 b,Kepler-1173,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,0.7698536,0.0157,0.89,0.079,0.64,0.00201,4.99,0.0,1462.1,1650.0,0,0.6139,1.0276,0.01014,5252.0,0.82,0.86,-0.435,4.55,4.79,3.22018,19h32m31.48s,293.1311803,+45d39m48.30s,45.6634153,377.06
Kepler-1174 b,Kepler-1174,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,6.89225223,0.0732,1.59,0.142,3.15,0.00993,4.31,0.0,641.81,1156.0,0,0.0864,2.4556,0.01379,5936.0,1.04,1.04,0.555,4.42,3.55,3.89135,18h47m19.54s,281.8314296,+42d17m56.01s,42.298891,1408.75
Kepler-1175 b,Kepler-1175,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,37.94563,0.2181,2.99,0.267,9.22,0.029,1.9,0.0,12.94,515.0,0,0.914,4.025,0.03184,5453.0,0.86,0.9,-0.34,4.53,4.17,4.60464,19h16m34.24s,289.1426847,+46d48m46.68s,46.8129656,1121.89
Kepler-1176 b,Kepler-1176,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,24.1738579,0.1589,2.45,0.219,6.57,0.0207,2.45,0.0,26.09,595.0,0,0.251,3.057,0.02186,5844.0,1.02,1.01,-0.117,4.42,3.8,6.92559,19h51m40.73s,297.919724,+45d16m27.13s,45.2742038,864.699
